"","1895","1910","1925","1940","1955","1970","1985","2000","2015"
"Cyprus No Mans Area",311.351935492622,309.941697862413,307.941041734484,307.917546590169,310.9322136773,318.896084255642,287.23353237576,285.079042222765,271.026965671115
"Democratic Republic of the Congo",33.6229803473102,35.3704899518352,37.480601836906,39.152860625401,39.2889687520807,37.4188235409398,36.4708437513714,36.0730506367329,36.7000836570992
"Republic of Congo",54.754780208115,56.6946900186285,57.7527467508232,55.6347365337135,48.9362377302837,44.9989043194636,46.0839400149025,48.5103642987994,51.0673308773378
"Cook Islands",1,1,1,1,1,1,1,1,1
"Colombia",43.8577134503777,43.1208347745396,42.4437782845732,42.619755644721,46.7981678827802,48.761934238298,47.9978949494011,50.6691208250373,47.254578134323
"Comoros",1028.18273925781,1043.18273925781,1058.18273925781,1073.18273925781,1088.18273925781,1103.18273925781,1118.18273925781,1133.18273925781,528.353820800781
"Cape Verde",345.908106486003,360.908106486003,375.900009155273,390.887705485026,405.887705485026,420.804316202799,435.466288248698,450.405873616536,412.958984375
"Costa Rica",194.359632008318,181.450663359269,165.903620775195,140.284819229789,104.693792260211,75.123828984689,49.8606474347737,36.9351308069367,37.736376988715
"Coral Sea Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba",59.963107014334,61.0160576270906,58.9825366948614,57.1883126536742,59.0692218502626,62.813771677333,66.8199516195335,20.5257508265262,13.2667057466823
"Curaçao",761.639068603516,776.639068603516,789.748992919922,804.748992919922,817.704040527344,829.598297119141,844.598297119141,859.047149658203,873.985168457031
"Cayman Islands",1,1,1,1,1,1,1,1,1
"Northern Cyprus",176.228797912598,170.585674285889,164.164958953857,160.206115722656,160.058536529541,166.153522491455,141.876388549805,142.814109802246,136.262767791748
"Cyprus",308.773623996311,307.089633517795,304.830622355143,304.599500868056,307.462790595161,315.344919840495,287.74898952908,285.221459282769,272.127941555447
"Czech Republic",169.065508481803,174.334479122405,127.719245439122,58.4456036531242,50.8859469457796,58.5657709981226,63.1146739987051,69.2884855232421,73.735355559428
"Germany",5.85213680312319,4.54243985404865,4.50655966643696,4.68108384339315,3.91670063097843,8.56219372530832,10.6693859490744,11.6397642319736,9.90191047789273
"Djibouti",391.23967590332,399.83544514974,409.779086303711,419.753393554687,428.270356241862,422.706318155924,325.674122111003,163.527937761943,67.6922615687052
"Dominica",943.440124511719,958.440124511719,963.778625488281,964.568054199219,957.671264648438,972.671264648438,981.569091796875,987.508178710938,1001.71875
"Denmark",339.234549177454,344.387697422758,346.723820787795,325.727138113468,5.14013905094025,8.17388715896201,13.7372900247574,19.3615255038789,25.105965256691
"Dominican Republic",395.629355076821,383.059315773749,362.560285552855,334.525652131727,301.219206933052,268.757852231303,143.732404516589,101.582573444613,82.6148159734664
"Algeria",386.730533113205,388.453584889676,393.070948722431,390.832142914554,374.029980120695,268.826003278724,213.875886781576,166.899321497783,124.582861611592
"Ecuador",33.7531787056217,31.371197331708,31.6004191655047,32.851721260843,31.8536598970523,32.2602969281983,31.4039049750008,31.3977378718442,28.6936523330896
"Egypt",129.844162321881,136.166069810562,146.543677208832,143.33982069848,114.339344414558,67.9438204949732,38.9396677832248,23.9904124842164,16.5220163813612
"Eritrea",26.1144692796649,27.7511536858299,28.9081544355913,30.3414579564875,22.0312195185459,6.47369028438221,2.51554548306899,5.14282067761277,16.2035268321182
"Dhekelia Sovereign Base Area",474.611869812012,479.124351501465,483.250782012939,488.63489151001,495.958518981934,506.449329376221,424.668670654297,409.596073150635,360.653781890869
"Spain",431.96165026888,434.51096844053,443.363809417989,451.32315432543,407.130969389877,180.647936773025,135.545332473,116.531817926286,80.0827854251586
"Estonia",165.347929437246,103.853660255671,74.5102535103049,59.9668330890792,35.7962898590735,38.8649527685983,53.1442459140505,65.7320509297507,71.8657877445221
"Ethiopia",276.305816318285,279.413877929129,281.336799266862,279.246745785077,277.11783506909,249.294602139371,186.740212958922,91.8918039163923,21.1140677870774
"Finland",327.820887481707,307.096301519363,266.763856419685,72.5836537730621,67.2936905233178,55.7202751215766,45.2092478038331,42.1720638604,43.555513013449
"Fiji",381.58945719401,382.834265935989,383.758868626186,381.177827380952,369.021051860991,318.250523816972,279.804024650937,220.518734704881,153.862809658051
"Falkland Islands",112.670046691895,122.012928161621,132.110650024414,140.463745727539,146.039428710938,150.285501708984,154.886427001953,157.521870117187,161.548240966797
"France",10.7552757212257,13.7116550542836,17.9885012035071,24.3487244556547,32.1751155123673,34.7001515499072,40.5265721316533,45.5079668447466,46.5851508812376
"Faroe Islands",546.385711669922,557.169281005859,568.314697265625,579.558334350586,590.807846069336,602.055465698242,612.886444091797,623.60807800293,633.936508178711
"Federated States of Micronesia",1,1,1,1,1,1,1,1,1
"Gabon",46.5421932320553,48.5964529827107,50.3638502175189,45.6665472595059,36.8154350731185,32.3131810739506,28.8844514609078,31.9422059212065,34.9754922890455
"United Kingdom",25.3533917348319,26.5091172524548,23.0953296315779,23.5319328833064,25.2419764501239,27.4179279922345,36.3769945932091,38.3017227645314,39.14090902171
"Georgia",179.110137816398,175.809794233691,144.446398206295,144.165277111915,34.2215006082289,39.2059400312362,53.3108868291301,67.0996805467913,70.2837022158407
"Guernsey",1,1,1,1,1,1,1,1,1
"Ghana",17.5855508233957,18.4427368955214,18.9465083585291,16.8204580595256,13.4337636799674,10.650515061866,11.1989249937787,8.09487757307157,1.64295334984635
"Gibraltar",271.469390869141,272.177764892578,287.177764892578,302.177764892578,317.177764892578,83.1453857421875,73.3459625244141,69.3104629516602,39.9363441467285
"Guinea",22.9596521453391,23.7437275994444,24.4636815972284,23.9197833209956,21.7252888956566,16.515566981896,14.7578678101939,16.1922419078489,19.1871924721137
"Gambia",78.0560159002032,62.9579700742449,49.4429148265294,34.8165424891881,20.4239942005702,12.5579938547952,10.7426035744803,7.5260146345411,7.05028642926897
"Guinea Bissau",19.9966945214705,19.8860545808619,19.428531516682,18.030960819938,14.7287842793898,12.5309133312919,12.4585737531835,12.5534212155776,13.4860234694047
"Equatorial Guinea",23.7103419167655,24.6047153200422,25.2193034308297,24.6210411071777,23.6365100315639,23.0744713102068,25.0865686961583,27.1614737101964,29.4229443958827
"Greece",491.752528864309,504.015169021186,516.10747946293,528.277723574857,538.4343655525,551.475229350799,544.497926869524,92.941936041237,36.7877231081691
"Grenada",1043.63488769531,1058.63488769531,1053.99267578125,1068.99267578125,1083.18859863281,1098.18859863281,621.534118652344,547.98583984375,460.133911132812
"Greenland",1.22157026439837,1.22513787975991,1.23034970194576,1.23745734769345,1.2445650050096,1.25167266232575,1.2587803196419,1.26588797695805,1.26516022006158
"Guatemala",23.9804757233207,24.2717156782218,24.5415517624388,24.421368541447,22.7643998903586,22.3511478106181,22.3106156198691,21.7159066851257,22.1120893803049
"Guam",1,1,1,1,1,1,1,1,1
"Guyana",37.8163309236513,39.1355094874862,41.3552237531565,42.6980423126778,43.6142823017427,45.5373301018764,48.9942828982416,52.9508466102781,59.9400804530095
"Hong Kong S.A.R.",203.165664672852,210.665664672852,205.830718994141,197.060272216797,203.966934204102,211.466934204102,218.966934204102,226.466934204102,118.08219909668
"Heard Island and McDonald Islands",1,1,1,1,1,1,1,1,1
"Honduras",142.561568541815,142.618098502191,141.728140670981,125.166078388291,97.9648846235851,72.5614920702557,61.1116707773017,50.3727260788015,49.7572620635065
"Croatia",339.381717015239,334.753641980366,327.800713418757,320.965536765682,295.395386408834,256.84716047824,236.791763810278,185.471754601858,178.967208177141
"Haiti",185.091797179646,175.027105900976,163.930033551322,157.76574346092,156.448772589366,156.973674211237,56.8955105212,62.207249628173,33.1720782783296
"Hungary",92.6236776005138,74.9319370551543,65.2611414952712,57.5283360047774,49.2816549383781,27.8693200207569,15.9348001622341,13.1077852296558,11.5108096464114
"Indonesia",46.0404259985744,38.4952196700177,36.0548138323358,30.6731438823166,30.5696686747505,28.4503964510919,25.9122572837804,28.5346830705187,27.9922070711948
"Isle of Man",367.086547851562,382.054382324219,319.17268371582,37.5304393768311,27.2337560653687,25.205132484436,37.9604969024658,46.7941951751709,42.6086120605469
"India",475.901236396748,478.880223062321,485.610329618523,493.673265401149,501.112257212787,504.164651234118,505.92280121447,502.568722782092,349.619472096377
"Indian Ocean Territories",1,1,1,1,1,1,1,1,1
"British Indian Ocean Territory",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ireland",7.04021841287613,15.903130708514,6.35363510653779,17.333069208506,31.2984947771639,44.1544226053599,50.0472379391258,28.5038696624137,35.3219348417746
"Iran",288.899995677286,278.310986046978,265.654339681331,253.232513970513,241.788909966997,217.201893376885,184.477833848872,184.362627085069,143.834814804635
"Iraq",427.987274956457,432.216135376156,437.15510475934,443.661472123923,451.257285206588,463.13712950132,475.572962113438,475.122085256675,413.576072849827
"Iceland",228.040262045571,237.012616117922,249.054868411713,261.981557169661,274.914074443781,287.198148869478,296.693253541526,187.763416968215,193.681517083043
"Israel",186.15167593956,190.541383504868,196.725018978119,201.107658863068,202.805464267731,203.0387403965,202.418500423431,199.327531158924,183.120543330908
"Italy",25.8419624638737,28.7960969388933,34.7630806197797,41.9217713011387,45.3521885948074,46.6456262912965,35.357582894483,40.9968516916261,44.72926424679
"Jamaica",201.962641779582,159.757953135173,162.469586690267,165.361246236165,170.356385294596,153.502376556396,140.61518834432,124.894664001465,111.734048716227
"Jersey",317.180572509766,321.27555847168,334.2939453125,326.49040222168,154.718788146973,105.66063117981,110.816400527954,110.301941871643,98.2669105529785
"Jordan",442.376067190459,448.688832716508,455.056181358569,461.126950581868,466.310683741714,463.887355226459,443.320582274235,416.020895957947,358.65077196468
"Japan",251.113312642306,247.237458326959,240.068559482398,231.321864199165,202.589783796411,179.808173940671,176.420818666749,179.016116230693,183.60935395285
"Baykonur Cosmodrome",131.13436126709,146.13436126709,159.137015206473,164.988802228655,44.1182084764753,56.8527878352574,71.8527878352574,86.8527881077358,100.239858899798
"Siachen Glacier",1.27548539638519,3.63336515426636,7.99072980880737,8.63700103759766,1.00003916025162,1.00003921985626,1.00003921985626,1.00003921985626,1
"Kazakhstan",148.565220716395,161.721588557649,170.068924436465,179.809757577626,70.7360830528474,78.1682982487598,91.5692827089117,99.0260471981418,88.6812870403587
"Kenya",38.0835388282466,40.4187511114936,42.621892973194,44.2391166887258,45.2667598971545,39.4248785669096,41.5255790135366,9.41969387002504,11.3687772522448
"Kyrgyzstan",327.895485560784,338.688565441932,343.495037226841,283.183276808125,293.225760695578,294.408821923979,303.768895338322,302.663368974609,67.6387638634649
"Cambodia",57.6365128488983,58.294563715971,59.9884463966144,55.4370237865528,53.8403368841244,42.9308597488242,28.5445784717672,30.3688917502069,35.9748268560015
"Kiribati",1,1,1,1,1,1,1,1,1
"Saint Kitts and Nevis",868.941467285156,865.037658691406,548.876098632812,412.697082519531,418.397450764974,69.7392365137736,47.7471580505371,31.071039835612,33.3384030659994
"South Korea",202.524932172222,184.054169833276,176.236218507828,169.307453524682,149.129702808011,138.021338948896,144.408516127063,148.653589654738,149.068638192454
"Kosovo",493.584411621094,491.7555429559,484.34328099301,472.566353245785,458.599864758943,393.859456915604,336.984193099173,146.879473912088,139.645783574958
"Kuwait",187.304572241647,194.119467599051,202.585562569754,212.549591064453,224.075325557164,237.707037789481,249.63171005249,258.957685743059,266.176358904157
"Laos",25.4601567681783,18.5258380495585,18.1728990872701,15.5153702436349,14.4657368858655,13.6332165644719,15.0870675979516,16.9975527463815,17.6936894746927
"Lebanon",115.609261905446,118.100833668428,123.816652185777,128.95220229205,132.889813591452,136.667717877556,136.016421598547,132.530979829676,85.76772934549
"Liberia",14.9829289067176,15.49319409555,15.9039149207454,15.900714835813,14.9278482890898,13.7441985684056,14.1066217980077,15.2641002401229,16.2975021754542
"Libya",459.634354967353,468.682292744593,478.584396039572,487.403617703975,491.757070305787,486.492852891964,465.506973033427,435.479405885622,391.248577146159
"Saint Lucia",814.275085449219,825.858972167969,836.53955078125,847.103979492187,859.00712890625,871.00712890625,881.67578125,757.035803222656,667.970422363281
"Liechtenstein",103.011975606283,103.095252990723,89.3623509407043,85.5435908635457,80.1391754150391,86.5058555603027,94.4749972025553,99.7232290903727,103.997886657715
"Sri Lanka",101.278137532402,105.135150359659,109.143823949028,112.561552653593,85.6836410410264,72.620908052781,74.9010777024662,80.3192826046663,44.2610152020174
"Lesotho",455.541161516438,453.155672570933,448.900192509527,429.122374928516,88.2155451411786,11.1804509525714,11.7539691380833,7.51060884672663,2.809174457322
"Lithuania",90.2303652196497,55.1615110877511,56.6665850185848,55.7485713158454,22.7234853681151,27.525591103347,41.8441510567298,50.5835946956715,50.4955120620194
"Luxembourg",45.3833709716797,42.048885345459,41.9421291351318,44.001176071167,39.8341506958008,47.8695827484131,54.3250869750977,65.1571952819824,75.0576347351074
"Latvia",286.189318847656,298.587799072266,264.285903294881,90.0391449069977,67.382315343221,76.7371005121867,90.162065226237,98.4134223683675,99.300590057373
"Macao S.A.R",261.845001220703,228.269714355469,208.679183959961,160.271835327148,101.37020111084,80.6014556884766,95.6014556884766,107.721412658691,108.956245422363
"Saint Martin",1032.98486328125,1044.43298339844,1056.88500976562,1070.95190429688,1083.16943359375,1094.06787109375,1109.06787109375,1121.4912109375,1135.58923339844
"Morocco",372.366230528819,372.88437010476,374.587547664729,368.103931288913,346.643172717202,294.719158310696,239.793093602582,194.133953232571,177.020992118579
"Monaco",1,1,2.62004840373993,5.40123176574707,8.25294208526611,9.42732095718384,9.80784225463867,4.02311718463898,1
"Moldova",264.783618702608,279.783618478214,292.350134008071,304.272064657772,317.534429886762,202.477654064403,188.17339998133,92.2614019618315,81.2396488750682
"Madagascar",17.4657494029142,18.5584658866732,19.7367575303508,20.0970262460603,17.2593828341471,14.6755249473881,13.8079349232189,13.6968330816443,13.3764193119598
"Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",208.864135140295,211.787854070574,150.301131126213,160.118868716907,170.325034028049,148.149269734872,155.531025705164,165.811128040749,96.1164956208906
"Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia",458.942333766392,469.403607323056,479.384928022112,489.480979192825,499.698486328125,371.058008466448,278.876172610692,88.8579223496573,71.5096778642564
"Mali",300.832411531963,306.37113298082,312.215237879516,312.151519066979,293.756585588774,253.018834831984,214.953398263168,172.337852690327,121.550675536361
"Malta",2.49979972839355,7.05577039718628,13.3060131072998,18.9430770874023,16.8861389160156,16.3661708831787,28.6093940734863,32.4171752929688,42.5951843261719
"Myanmar",54.7919611320701,35.3603038649405,31.0076175771734,30.311648745947,23.4260076263899,22.9303029380819,23.8185109738381,25.1306080551558,26.2433870477061
"Montenegro",424.27837097168,413.271881103516,395.250748901367,372.502147216797,346.676130981445,279.615772705078,219.799143981934,96.0191600036621,94.8201372528076
"Mongolia",523.128715367971,530.875851267445,251.815128638095,192.360854311845,172.044312318005,116.915294119993,79.2385925872677,88.3878181586209,40.8029329829208
"Northern Mariana Islands",1,1,1,1,1,1,1,1,1
"Mozambique",52.5968713021301,50.804445716402,36.6108505306235,26.3598494932654,14.0235942623306,18.1741163663837,21.3917824053297,22.9271932091254,13.0228075887643
"Mauritania",372.846578004729,379.833048088389,387.899736882925,382.945114450742,268.503530257477,218.837041015722,174.416360508903,135.770686197147,101.766273169354
"Montserrat",882.217559814453,435.207458496094,428.921173095703,419.050018310547,327.716799855232,182.646765470505,168.16960144043,179.216945648193,193.864162445068
"Mauritius",341.610432942708,2.33426141738892,4.83368301391602,7.33354949951172,9.8334903717041,11.8596127827962,13.5957310994466,15.3945579528809,17.8549499511719
"Malawi",25.4006181844076,24.9622860908508,24.8773178752263,23.0741945266724,22.272428448995,13.3226374999682,13.2212787826856,10.8980500205358,6.37435523351034
"Malaysia",86.7057010816973,33.4136758305306,22.071201002875,23.7849921670071,25.9792006403901,30.8389287039291,35.5983238442,40.2432806502941,33.1363969647607
"Namibia",322.312208669526,309.114908514123,282.309832367748,251.6856315705,227.771079716574,216.056305102355,198.878882964729,179.010185737643,152.868506184023
"New Caledonia",49.0807601321827,54.7183244011619,47.8775312250311,43.0650015744296,44.9693473469127,47.9518110101873,24.2237041321668,30.1177305308255,23.1530506827615
"Niger",323.525905441809,333.22663624569,344.201521618649,346.867930738067,325.252793689286,256.943214444884,184.37359339069,108.905467044324,42.0564072155021
"Norfolk Island",1,1,1,1,1,1,1,1,1
"Nigeria",14.4656443981534,15.0261505363162,15.5549973622027,15.6875320272277,13.4995825134011,9.37749589122236,8.7051728179501,6.68966133893792,2.87173144447773
"Nicaragua",54.0409826783573,49.5751306870404,44.2051745526931,34.3563848916222,27.752660336214,26.4519004793728,28.0896163070903,28.9437167146627,18.4592601734049
"Niue",1,1,1,1,1,1,1,1,1
"Netherlands",21.4100484476461,22.5698507730063,26.2805670639137,33.7353293059708,38.9279229315844,43.6545749453755,48.2302956209554,55.9431427314684,49.6167922329593
"Norway",113.678841686947,118.040795402387,120.066636810897,121.766177499862,125.183776430507,129.154431382902,136.010674033672,143.13424339015,149.132388903719
"Nepal",77.3193364298621,71.4879568144332,68.2521493423817,66.8255699623463,70.6809173096058,77.9348106251206,83.8328700764235,81.4520942022634,64.5508292042932
"Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand",129.190311635048,113.445225447797,99.6733586473668,88.218363936404,86.2580400776356,64.6387512054849,51.8718735050648,39.7883324470926,26.6115130992646
"Oman",393.108690266266,401.113801464957,410.498439178113,421.455117457981,433.883315119555,448.108859245849,462.422677697272,475.696551081753,486.456938351943
"Pakistan",106.782631006394,121.330762229141,135.973034294239,150.490517785684,155.950076547735,117.142974084314,80.4706679562515,48.5054740692171,27.2057953859361
"Panama",170.252956762314,162.309176797867,156.228858680725,143.306017160416,121.788536729813,100.568976683617,90.6954606580734,86.3484660768509,82.4934532642365
"Pitcairn Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru",153.992379253994,147.882854722655,122.900501411568,122.490285651394,123.112538989609,128.933968207613,134.724293295458,128.992141287864,123.856863345979
"Spratly Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philippines",52.7506470642789,50.0697872164362,50.6047270884689,47.2881977202381,37.3297691819555,37.2647486606818,36.5841109250228,32.8292724249875,19.4923168991873
"Palau",1,1,1,1,1,1,1,1,1
"Papua New Guinea",80.5500902346479,81.7334258940162,86.6595006865215,86.6106326172991,83.4170535455874,82.4603770496399,80.4252654533076,78.0603027080133,76.2757897803454
"Poland",25.9629919985507,16.5554907988632,6.33805657954926,5.42855178911273,9.2771893400914,12.790071003524,13.4923756970461,14.1854396484181,9.07819362034551
"Puerto Rico",47.0429765156337,41.8477435793195,47.5407709394182,58.1300373077393,67.7005070277623,22.6338927405221,20.6840970856803,14.9732254232679,23.7650297028678
"North Korea",246.04909952574,233.693546818578,225.860854046844,219.221986078662,205.289842312835,200.119749885382,200.26845741272,198.59954493323,162.58584910548
"Portugal",367.963064076949,379.148028886237,359.976267289142,369.300396147228,266.317341836942,221.161405511454,223.74603564723,183.541161893987,114.285802640072
"Paraguay",163.469428774289,148.128689716543,131.611865329317,117.695716080921,110.400527881299,113.798481295364,109.167945262151,78.0639029698713,17.3528064514909
"Palestine",126.70316696167,130.146850585938,135.425305175781,140.65015411377,147.31012878418,157.584785461426,163.457235717773,167.113578796387,173.061950683594
"French Polynesia",1,1,1,1,1,1,1,1,1
"Qatar",326.44483757019,332.691101074219,340.945877075195,350.831590652466,362.688861846924,376.569772720337,390.546342849731,398.632116317749,399.397905349731
"Romania",394.67806425882,403.118437635789,265.955812821694,195.673032802179,146.722242634231,141.937758178886,137.553757940957,134.137827658872,81.6766092131991
"Russia",147.464867239682,127.237264754381,53.0437793554324,58.6462928448842,47.3243530228559,51.7332643727004,57.0038538633575,62.1370405303902,66.3619100684669
"Rwanda",11.6077221285912,11.7141687639298,11.7412029081775,11.2207626834992,10.2527156029978,9.62494785554947,3.97596322721051,1.55316795456794,1.50239861396051
"Western Sahara",479.725782154225,491.798641402633,506.085761402271,520.885627124928,534.220255081742,547.311637369792,561.708569561994,536.072102073387,547.246442780671
"Saudi Arabia",355.427998146816,362.117747251053,370.635759247674,380.80131332219,392.869721630163,407.008373059725,421.013494748121,430.879270469933,152.013751799208
"Scarborough Reef",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sudan",201.385886125857,210.765509051661,220.266957840944,229.838721753116,238.966314163117,245.953824528846,81.2137000737367,35.2445415421246,23.1504577112027
"South Sudan",73.6422347420628,79.937705622136,86.4867233581913,92.7456294818989,96.9735915406236,97.4665359542208,76.2249870567935,41.467337173889,30.6326286622043
"Senegal",128.208257435817,129.050196273654,116.15191822426,111.658312266481,89.3482139886594,63.2106207043517,47.5903723679337,37.2870361402923,28.3966634114583
"Serranilla Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singapore",10.9506816864014,11.6011152267456,11.9823560714722,12.5415830612183,13.0435171127319,15.7573766708374,21.7129364013672,17.5667190551758,11.5556144714355
"South Georgia and South Sandwich Islands",1,1,1,1,1,1,1,1,1
"Saint Helena",1,1,1,1,1,1,1,1,1
"Solomon Islands",46.504614737726,49.4719795411633,52.4003952087895,48.9787132509293,44.1034298250752,37.8633227194509,32.9276309474822,33.6718370376095,31.3072323030041
"Sierra Leone",14.4826154659192,11.5289246141911,10.5931078096231,9.89316062629223,9.30380407472452,10.0914364556472,12.0315534174442,14.1405429840088,10.6867479383945
